so_id,invoice_id,cust_id,rep_id,item_id,qty,disc_per,status,pay_id,booked_date,shipped_date,invoice_date,promise_date,needby_date
713,510259,753,84,198,547,8,closed,7,2022-10-02,2023-04-17,2023-08-20,2023-11-02,2023-08-14
714,510300,987,14,130,400,8,open,2,2020-05-19,2020-10-19,2023-06-17,2021-09-01,2021-07-23
715,510259,850,179,202,447,5,open,11,2020-02-29,2022-07-17,2023-05-05,2021-07-07,2022-11-18
716,510277,549,96,166,637,6,open,4,2023-01-17,2023-08-29,2023-07-07,2023-12-28,2023-12-07
717,510259,985,176,211,667,8,closed,4,2023-03-01,2023-06-27,2023-06-07,2023-06-06,2023-05-04
718,510261,602,102,104,301,8,closed,9,2023-09-21,2023-10-20,2023-10-08,2023-10-24,2023-10-22
719,510306,466,197,130,490,2,open,9,2019-06-05,2022-02-14,2019-12-31,2022-09-29,2020-02-28
720,510294,349,175,195,797,8,closed,6,2019-07-12,2022-07-14,2020-12-15,2022-11-17,2022-02-09
721,510305,560,197,146,379,8,open,11,2023-04-26,2023-05-20,2023-08-20,2023-10-15,2023-07-19
722,510265,679,85,149,523,7,open,1,2022-12-01,2023-04-10,2023-01-28,2022-12-18,2023-11-27
723,510263,543,38,116,614,8,shipped,3,2021-02-26,2021-03-03,2021-11-01,2021-08-19,2021-12-09
724,510271,269,160,204,514,9,cancelled,10,2020-12-23,,,2023-11-13,2022-01-12
725,510289,439,90,152,718,4,closed,7,2019-05-21,2019-12-02,2022-06-03,2023-08-10,2020-01-19
726,510290,979,169,152,680,7,open,8,2023-07-28,2023-11-04,2023-11-22,2023-10-06,2023-08-22
727,510298,584,79,153,836,2,cancelled,5,2022-10-21,,,2023-01-30,2022-12-20
728,510301,609,117,170,744,3,shipped,5,2023-06-30,2023-08-28,2023-09-28,2023-07-12,2023-07-22
729,510297,383,165,121,272,5,closed,5,2019-01-27,2023-04-04,2020-05-17,2020-09-22,2022-06-14
730,510301,596,108,192,514,8,cancelled,7,2022-10-08,,,2023-07-05,2023-02-28
731,510268,415,110,105,468,9,closed,10,2023-08-30,2023-09-11,2023-12-03,2023-10-01,2023-10-06
732,510276,266,180,143,618,5,shipped,12,2023-10-16,2023-11-25,2023-10-16,2023-10-24,2023-11-12
733,510264,937,11,125,484,10,shipped,8,2021-07-24,2022-09-30,2022-05-13,2022-07-14,2021-08-22
734,510298,380,189,100,734,9,open,9,2023-07-23,2023-10-22,2023-10-29,2023-09-21,2023-10-18
735,510297,431,146,212,652,5,closed,5,2019-03-01,2022-05-10,2023-12-27,2020-10-29,2021-01-20
736,510257,861,150,138,326,5,open,8,2020-04-21,2023-03-10,2021-07-26,2022-01-27,2021-03-31
737,510297,409,26,115,850,4,open,12,2022-09-20,2022-12-26,2023-08-23,2023-10-24,2023-11-03
738,510296,846,169,200,739,3,cancelled,10,2021-08-22,,,2022-10-16,2022-01-09
739,510270,698,37,211,696,7,open,2,2019-12-25,2023-05-13,2019-12-26,2023-10-07,2023-11-23
740,510286,979,118,184,394,1,closed,4,2020-08-04,2022-07-15,2020-10-12,2023-11-18,2021-12-02
741,510262,617,133,192,693,10,open,7,2019-07-18,2019-08-27,2021-12-16,2022-06-28,2023-06-07
742,510265,801,117,176,293,1,open,10,2023-06-13,2023-11-19,2023-12-07,2023-07-30,2023-08-17
743,510280,371,184,128,311,9,open,5,2023-09-11,2023-11-24,2023-10-11,2023-11-08,2023-09-23
744,510265,854,82,182,634,9,cancelled,7,2022-11-04,,,2023-11-27,2023-12-23
745,510296,646,22,141,344,7,closed,5,2022-12-01,2023-08-07,2023-12-21,2023-05-09,2022-12-16
746,510256,602,66,151,466,9,cancelled,6,2020-05-18,,,2020-07-17,2022-03-06
747,510293,750,87,125,390,4,shipped,9,2022-06-29,2023-11-26,2022-10-11,2023-09-12,2022-07-17
748,510302,673,164,184,372,8,cancelled,7,2023-02-13,,,2023-12-07,2023-06-09
749,510288,679,120,118,379,7,open,8,2023-09-09,2023-11-04,2023-10-09,2023-12-25,2023-09-27
750,510258,434,134,199,841,2,open,7,2023-10-04,2023-10-27,2023-12-17,2023-10-11,2023-12-12
751,510272,896,146,142,490,2,closed,4,2020-08-05,2021-01-03,2021-12-07,2023-09-13,2022-07-10
752,510257,991,1,207,295,4,closed,10,2021-09-15,2021-11-10,2023-07-11,2023-12-19,2022-07-21
753,510267,351,148,143,827,4,closed,12,2020-09-25,2021-10-10,2022-09-25,2021-11-01,2021-04-03
754,510280,767,68,132,733,3,shipped,10,2021-06-11,2022-07-25,2022-06-30,2021-07-03,2023-11-08
755,510284,912,32,182,772,1,cancelled,6,2021-03-05,,,2022-09-03,2022-07-25
756,510276,644,39,191,354,6,shipped,9,2023-12-21,2023-12-30,2023-12-27,2023-12-24,2023-12-25
757,510273,529,178,131,866,2,shipped,4,2021-07-15,2023-05-26,2022-08-05,2022-05-11,2022-08-07
758,510277,549,12,157,742,3,open,12,2023-04-30,2023-09-30,2023-08-05,2023-08-18,2023-09-08
759,510258,551,183,115,836,9,cancelled,3,2021-04-05,,,2021-09-16,2022-02-22
760,510302,690,1,207,425,9,shipped,2,2021-01-29,2022-11-22,2021-10-06,2023-09-29,2023-07-27
761,510299,886,192,168,627,8,closed,2,2021-06-11,2022-01-10,2021-07-01,2021-11-19,2021-11-22
762,510306,615,28,175,748,10,cancelled,12,2019-02-25,,,2019-07-16,2022-03-07
763,510286,351,137,183,839,3,closed,7,2023-01-27,2023-11-22,2023-03-17,2023-04-08,2023-11-28
764,510272,233,72,149,685,1,shipped,4,2022-10-28,2023-02-18,2023-02-01,2023-01-02,2023-03-18
765,510272,253,53,210,330,7,closed,8,2023-04-23,2023-12-03,2023-11-28,2023-10-11,2023-05-11
766,510295,369,51,144,437,3,shipped,6,2019-02-12,2022-03-17,2023-05-08,2022-03-08,2022-04-19
767,510278,835,146,213,509,2,shipped,9,2023-05-30,2023-12-08,2023-07-22,2023-07-08,2023-09-11
768,510278,901,47,188,738,4,shipped,8,2019-11-27,2021-09-01,2020-08-10,2023-09-26,2023-11-08
769,510302,873,65,174,551,9,open,11,2021-09-24,2022-04-30,2021-10-23,2022-05-04,2023-10-11
770,510260,764,170,210,820,10,shipped,2,2020-11-22,2023-09-11,2021-10-10,2022-06-11,2023-05-13
771,510256,520,105,219,214,2,open,8,2020-04-25,2021-05-09,2021-07-14,2021-03-14,2020-05-29
772,510284,578,87,119,668,3,cancelled,3,2019-03-18,,,2019-06-06,2019-04-04
773,510275,520,148,198,227,4,shipped,12,2019-06-07,2019-07-24,2019-06-30,2022-04-06,2023-07-26
774,510260,883,88,106,676,9,open,4,2022-12-26,2023-01-29,2023-06-12,2023-08-26,2023-08-10
775,510262,466,33,117,300,3,shipped,8,2020-11-05,2021-08-24,2021-02-10,2022-04-18,2021-02-04
776,510278,512,3,115,749,10,shipped,8,2023-08-22,2023-09-28,2023-11-11,2023-12-10,2023-09-30
777,510301,846,151,114,625,6,cancelled,4,2019-07-20,,,2023-09-19,2021-01-30
778,510270,663,40,147,627,1,shipped,12,2020-02-01,2022-12-02,2020-02-15,2022-03-08,2022-12-10
779,510280,204,192,165,202,2,shipped,11,2020-09-25,2021-07-18,2023-11-05,2022-04-12,2021-11-26
780,510281,835,177,117,722,6,shipped,6,2021-03-25,2021-08-31,2022-04-04,2021-08-18,2022-04-26
781,510288,529,148,117,654,2,open,1,2023-12-11,2023-12-26,2023-12-27,2023-12-29,2023-12-13
782,510270,326,121,170,257,4,cancelled,4,2023-09-10,,,2023-11-20,2023-10-02
783,510263,346,118,157,729,10,shipped,7,2020-03-30,2023-05-08,2023-04-29,2022-07-10,2022-09-29
784,510260,586,38,152,781,2,closed,11,2020-08-26,2023-12-05,2021-10-13,2021-11-05,2021-07-24
785,510274,287,123,211,746,2,open,3,2021-04-01,2021-12-09,2022-06-24,2023-04-18,2022-05-31
786,510294,743,165,185,745,8,open,3,2019-04-19,2022-12-26,2021-03-01,2021-01-06,2020-11-21
787,510306,282,200,179,588,6,open,5,2021-08-22,2022-08-02,2022-10-18,2022-08-06,2023-06-06
788,510258,446,161,182,506,8,open,3,2020-03-14,2023-10-26,2020-05-06,2020-04-09,2023-07-09
789,510277,987,113,204,214,3,closed,1,2023-07-01,2023-09-06,2023-12-19,2023-11-22,2023-08-11
790,510269,823,79,211,765,10,closed,7,2020-11-26,2021-09-14,2021-08-26,2021-06-27,2023-07-25
791,510300,252,34,112,228,6,cancelled,6,2019-01-09,,,2021-01-29,2019-10-10
792,510294,749,4,101,653,10,closed,7,2023-05-19,2023-12-11,2023-12-06,2023-09-15,2023-08-19
793,510293,930,72,132,741,6,shipped,3,2021-01-30,2022-10-16,2022-04-03,2021-04-30,2021-08-05
794,510297,414,105,166,808,8,closed,8,2019-04-13,2020-11-12,2023-06-19,2020-04-09,2022-10-21
795,510301,390,71,176,271,3,open,4,2022-07-25,2022-07-31,2023-10-04,2023-05-01,2023-02-25
796,510296,637,157,121,388,1,shipped,10,2023-06-02,2023-06-08,2023-07-09,2023-08-10,2023-08-24
797,510300,529,57,208,308,4,open,5,2019-08-16,2020-09-13,2022-05-23,2023-04-27,2022-08-04
798,510294,373,78,205,619,1,closed,4,2022-11-06,2023-12-29,2023-02-25,2023-12-15,2023-06-06
799,510265,671,16,193,589,3,closed,3,2020-10-10,2023-03-30,2021-03-04,2023-04-28,2023-09-20
800,510269,503,198,129,267,4,open,4,2019-11-02,2020-02-09,2023-08-30,2023-04-18,2020-06-18
801,510277,937,38,132,424,6,open,1,2022-04-08,2023-08-08,2023-04-13,2023-01-21,2022-08-28
802,510303,883,103,119,678,4,closed,12,2022-06-04,2022-12-29,2023-12-20,2023-07-20,2023-06-03
803,510267,295,161,170,659,2,open,6,2020-11-08,2022-10-19,2022-10-29,2022-10-16,2023-01-22
804,510263,700,128,201,386,1,shipped,1,2019-10-04,2020-07-22,2020-09-02,2023-10-15,2020-02-23
805,510259,982,116,116,336,4,shipped,1,2022-07-02,2023-03-21,2023-05-05,2022-09-18,2023-12-10
806,510306,371,176,129,314,3,open,6,2021-07-10,2022-12-20,2022-12-16,2021-08-11,2023-09-05
807,510268,614,132,168,893,3,cancelled,8,2019-09-29,,,2022-03-03,2022-10-26
808,510280,548,66,165,735,7,open,11,2023-08-21,2023-12-27,2023-11-25,2023-12-25,2023-08-30
809,510260,240,36,191,836,10,cancelled,4,2020-05-30,,,2023-11-08,2022-03-01
810,510268,602,191,209,248,8,cancelled,10,2019-07-08,,,2022-05-08,2021-09-20
811,510261,927,88,191,900,9,open,12,2022-05-25,2023-05-02,2022-06-21,2023-05-02,2023-02-06
812,510306,879,156,196,686,1,cancelled,1,2021-02-11,,,2023-05-17,2023-11-05
813,510267,548,182,145,637,10,shipped,7,2020-11-18,2023-08-21,2021-05-06,2022-12-17,2021-09-14
814,510272,346,33,184,607,10,open,4,2020-06-20,2023-06-05,2023-01-28,2022-06-20,2021-05-25
815,510292,493,95,180,589,6,closed,6,2021-01-13,2023-11-08,2021-09-06,2022-06-22,2023-05-10
816,510263,692,9,139,462,4,closed,9,2019-07-05,2021-09-14,2022-11-04,2021-07-02,2019-12-24
817,510263,321,179,210,740,3,closed,4,2021-04-23,2023-10-15,2021-08-15,2022-05-03,2022-08-03
818,510262,990,122,145,736,8,open,9,2020-10-12,2021-02-06,2023-01-16,2023-10-26,2021-01-22
819,510288,252,100,177,877,5,cancelled,1,2021-05-31,,,2023-08-16,2022-09-13
820,510272,673,172,202,832,1,open,12,2023-06-19,2023-06-22,2023-08-08,2023-07-20,2023-10-13
821,510258,269,29,144,304,6,cancelled,7,2023-02-08,,,2023-04-22,2023-02-28
822,510272,498,54,136,306,4,cancelled,4,2019-03-17,,,2021-04-26,2021-05-26
823,510272,255,135,148,771,9,shipped,8,2021-04-11,2022-09-03,2022-12-03,2023-08-09,2022-01-11
824,510292,990,61,119,527,4,open,8,2022-03-12,2022-12-18,2023-07-08,2022-09-02,2023-01-19
825,510271,404,93,159,882,4,open,1,2020-05-30,2022-12-09,2022-11-27,2021-04-07,2020-06-07
826,510260,501,101,126,481,6,cancelled,3,2019-12-25,,,2020-01-10,2020-02-29
827,510273,383,189,181,216,2,shipped,2,2023-01-30,2023-09-21,2023-04-11,2023-02-22,2023-06-12
828,510286,390,140,133,554,3,cancelled,12,2019-03-17,,,2021-09-16,2022-04-22
829,510297,534,65,215,891,1,open,9,2022-10-19,2023-11-11,2023-04-29,2023-08-22,2023-11-08
830,510271,507,36,153,467,5,closed,7,2023-01-13,2023-09-03,2023-12-14,2023-09-14,2023-02-10
831,510285,791,28,131,331,7,open,6,2019-12-28,2022-09-15,2022-12-14,2020-01-22,2022-11-15
832,510279,508,177,189,517,2,closed,5,2020-01-21,2023-08-21,2020-12-24,2022-08-05,2022-07-26
833,510294,740,124,186,265,9,cancelled,2,2019-05-22,,,2023-03-05,2021-11-01
834,510262,779,84,130,200,3,open,3,2022-12-17,2023-04-01,2023-06-26,2023-05-17,2023-05-20
835,510260,493,64,186,449,5,closed,7,2020-04-01,2022-09-05,2021-04-04,2022-02-22,2022-09-17
836,510285,886,41,188,660,9,open,4,2022-08-01,2023-08-19,2022-12-31,2023-09-08,2023-01-03
837,510276,787,127,145,565,10,closed,8,2022-09-12,2022-11-07,2023-07-02,2023-08-14,2022-12-03
838,510264,740,95,200,313,5,closed,12,2023-10-19,2023-12-06,2023-11-07,2023-12-22,2023-11-30
839,510260,906,113,183,531,2,cancelled,4,2022-07-09,,,2023-04-12,2023-04-23
840,510286,213,153,131,767,2,cancelled,7,2022-08-30,,,2022-09-19,2023-03-29
841,510297,529,77,152,216,7,shipped,2,2021-11-15,2023-04-22,2023-01-04,2022-02-26,2023-11-08
842,510299,602,192,122,796,3,open,5,2021-12-13,2022-01-03,2022-05-22,2022-01-19,2022-06-02
843,510281,826,42,135,568,7,open,4,2021-09-20,2023-10-09,2022-08-02,2022-03-15,2023-12-11
844,510269,763,170,165,296,2,open,11,2019-10-01,2020-12-08,2020-06-27,2020-05-12,2020-12-14
845,510265,410,182,189,779,7,open,8,2020-05-04,2023-10-25,2023-12-18,2021-08-11,2020-09-24
846,510285,672,147,174,338,5,cancelled,7,2021-05-24,,,2022-11-29,2023-07-25
847,510297,223,78,177,665,4,shipped,7,2023-06-28,2023-08-13,2023-07-01,2023-08-03,2023-07-30
848,510274,705,171,134,688,8,open,9,2021-06-18,2022-11-14,2023-04-19,2021-10-29,2023-12-02
849,510300,641,120,154,202,3,closed,11,2021-01-09,2023-05-19,2021-05-08,2021-12-05,2023-07-22
850,510289,389,146,127,202,9,closed,11,2020-08-24,2021-05-02,2022-03-10,2023-04-30,2021-01-19
851,510275,586,26,166,306,6,closed,3,2023-02-11,2023-03-13,2023-05-18,2023-11-21,2023-02-18
852,510284,869,14,180,868,8,closed,4,2023-09-07,2023-11-10,2023-10-24,2023-10-26,2023-10-26
853,510286,773,85,212,864,2,open,11,2022-05-25,2022-08-10,2022-09-02,2023-12-05,2023-08-07
854,510268,873,106,174,729,3,shipped,5,2020-10-22,2022-11-12,2021-10-03,2021-02-08,2020-12-19
855,510281,885,44,197,700,1,closed,10,2020-08-09,2021-08-10,2023-10-27,2022-06-29,2021-07-21
856,510291,650,193,183,514,4,open,4,2020-06-11,2020-07-14,2023-09-12,2021-01-17,2020-10-14
857,510281,671,193,104,652,4,cancelled,3,2020-04-16,,,2023-05-02,2022-09-11
858,510305,571,79,142,737,2,shipped,6,2021-02-01,2021-08-13,2022-07-06,2023-07-15,2023-09-02
859,510268,407,166,175,776,7,closed,12,2021-05-15,2021-05-26,2021-11-29,2023-07-11,2022-04-24
860,510299,690,100,202,250,2,closed,4,2020-12-27,2022-05-12,2023-04-23,2022-06-14,2021-12-23
861,510295,275,11,150,368,7,open,8,2022-09-26,2023-05-07,2023-07-05,2023-04-24,2023-05-30
862,510298,240,182,172,696,6,shipped,4,2019-05-02,2022-08-27,2019-10-30,2022-07-04,2021-06-15
863,510295,414,98,163,255,1,shipped,2,2022-07-23,2022-10-12,2022-12-07,2023-08-23,2023-03-31
864,510272,511,52,165,429,7,cancelled,8,2020-01-29,,,2021-04-14,2020-02-06
865,510257,744,176,138,855,4,closed,2,2023-03-02,2023-05-16,2023-05-09,2023-08-11,2023-07-06
866,510261,501,72,116,621,7,closed,7,2022-07-15,2023-08-15,2023-10-30,2023-08-28,2023-02-22
867,510292,743,151,114,655,10,open,5,2020-05-04,2020-06-11,2020-05-09,2022-03-23,2022-07-19
868,510281,810,168,117,710,2,open,11,2022-08-31,2022-10-28,2023-05-04,2023-04-06,2023-04-14
869,510260,839,16,137,852,9,open,2,2019-01-16,2019-01-16,2022-05-27,2021-08-26,2020-03-08
870,510294,830,99,214,650,9,open,8,2023-07-16,2023-11-03,2023-11-30,2023-08-11,2023-10-04
871,510286,548,50,150,699,2,cancelled,2,2020-10-20,,,2021-02-26,2021-02-27
872,510263,411,188,132,668,9,shipped,3,2021-11-25,2023-09-03,2023-10-07,2022-02-09,2022-12-07
873,510285,396,161,144,702,6,cancelled,9,2022-03-23,,,2023-06-29,2023-07-16
874,510256,813,149,119,457,7,cancelled,11,2022-02-24,,,2023-10-14,2023-08-12
875,510256,372,151,174,814,3,closed,8,2021-09-08,2022-03-03,2022-10-03,2022-02-25,2022-12-11
876,510264,904,55,111,240,3,cancelled,8,2022-11-04,,,2023-08-03,2023-07-09
877,510304,267,193,161,597,7,closed,10,2023-06-05,2023-06-12,2023-07-19,2023-12-24,2023-12-24
878,510269,612,129,159,400,10,closed,10,2022-09-16,2023-03-29,2022-10-14,2023-08-03,2022-11-06
879,510269,432,34,169,761,2,open,10,2020-02-08,2020-02-08,2021-05-29,2023-07-14,2023-11-10
880,510260,240,84,175,803,10,closed,2,2023-11-17,2023-12-18,2023-12-19,2023-12-24,2023-12-12
881,510274,986,19,145,561,6,closed,10,2023-09-13,2023-11-12,2023-11-16,2023-11-28,2023-11-26
882,510285,498,136,177,489,5,cancelled,7,2019-09-04,,,2021-06-03,2023-02-27
883,510285,497,154,105,414,10,cancelled,5,2022-07-09,,,2023-02-23,2023-04-28
884,510300,791,102,113,543,8,shipped,7,2021-02-03,2022-01-27,2021-06-10,2023-04-07,2023-02-14
885,510292,591,188,188,373,1,shipped,5,2021-05-08,2023-07-30,2023-10-31,2022-02-13,2022-10-14
886,510278,586,33,195,518,7,closed,2,2020-12-26,2022-05-07,2023-02-28,2023-08-14,2023-01-03
887,510273,750,130,175,433,7,open,10,2023-12-24,2023-12-25,2023-12-26,2023-12-29,2023-12-25
888,510279,320,4,142,820,6,open,2,2020-08-22,2021-10-19,2021-03-27,2023-09-05,2021-10-12
889,510304,852,197,185,460,8,open,5,2023-01-03,2023-03-18,2023-09-30,2023-06-23,2023-03-10
890,510291,497,87,192,824,1,open,12,2020-12-28,2021-01-10,2023-02-04,2022-04-21,2021-12-10
891,510292,566,101,144,525,10,open,4,2020-07-16,2020-11-09,2021-09-16,2020-11-02,2021-03-31
892,510280,388,160,194,704,7,open,8,2023-06-27,2023-10-19,2023-08-17,2023-07-13,2023-12-21
893,510265,325,2,172,313,8,open,3,2022-09-03,2022-11-04,2022-11-24,2023-02-07,2022-09-23
894,510257,637,162,141,422,8,shipped,9,2021-01-06,2023-11-28,2023-07-20,2023-09-14,2021-09-06
895,510272,369,79,173,211,6,shipped,3,2020-12-31,2023-05-10,2021-05-08,2021-09-09,2022-06-07
896,510296,390,17,170,387,5,open,5,2019-04-20,2021-03-05,2023-04-26,2020-12-12,2020-03-25
897,510287,884,195,187,893,4,closed,11,2021-09-22,2022-04-20,2023-05-04,2021-10-03,2023-06-21
898,510274,799,12,211,497,5,closed,6,2022-11-04,2023-11-03,2023-02-21,2022-11-17,2023-03-15
899,510304,983,117,213,760,1,closed,12,2022-07-11,2022-09-18,2022-09-27,2023-02-03,2023-10-05
900,510264,664,89,180,697,7,cancelled,10,2022-03-24,,,2022-08-07,2022-09-29
901,510259,543,92,204,705,8,cancelled,10,2021-07-08,,,2023-10-01,2023-07-19
902,510270,573,166,147,403,1,shipped,12,2023-11-20,2023-12-19,2023-12-01,2023-12-27,2023-12-16
903,510285,826,47,133,255,8,open,6,2019-06-24,2020-02-22,2023-05-25,2022-10-29,2021-01-17
904,510288,534,56,157,659,5,closed,10,2023-09-01,2023-10-18,2023-09-01,2023-09-11,2023-10-04
905,510284,598,67,128,453,2,shipped,5,2020-01-17,2021-12-06,2022-06-13,2022-09-12,2020-04-23
906,510271,867,191,178,280,10,cancelled,1,2019-08-30,,,2023-08-18,2023-06-29
907,510295,390,183,187,414,2,open,7,2019-08-05,2019-09-24,2021-09-30,2023-04-01,2023-05-20
908,510305,879,171,182,478,7,cancelled,7,2021-06-25,,,2022-05-04,2022-07-03
909,510283,584,58,159,628,8,open,8,2020-08-30,2022-08-11,2021-02-01,2022-12-08,2020-10-25
910,510268,619,66,166,624,10,open,4,2023-04-16,2023-07-30,2023-09-16,2023-06-21,2023-11-01
911,510281,498,153,211,372,3,open,8,2019-09-14,2020-01-09,2023-12-12,2021-04-25,2023-09-07
912,510302,430,152,191,244,10,shipped,3,2020-06-16,2023-08-23,2022-11-27,2023-12-21,2022-03-27
913,510304,548,166,108,782,6,cancelled,11,2021-10-09,,,2023-08-08,2021-10-14
914,510285,272,30,160,354,1,shipped,10,2021-08-01,2023-06-24,2021-09-17,2022-06-05,2023-09-24
915,510290,719,178,165,270,8,closed,12,2020-12-15,2021-11-26,2023-08-19,2022-07-03,2023-08-31
916,510278,560,95,115,697,10,closed,10,2020-02-15,2021-03-26,2023-03-10,2020-05-18,2020-12-18
917,510265,238,179,215,423,5,cancelled,2,2019-01-03,,,2020-08-30,2019-05-14
918,510281,456,10,213,648,4,closed,10,2022-01-22,2023-07-22,2023-10-14,2022-05-14,2023-04-02
919,510303,954,9,124,584,10,shipped,4,2021-10-20,2022-01-06,2023-12-17,2023-08-24,2022-04-17
920,510292,210,149,140,748,9,shipped,8,2021-04-29,2023-03-14,2022-12-23,2023-11-04,2023-07-02
921,510303,907,92,219,530,9,shipped,5,2020-03-23,2023-05-17,2022-06-04,2022-09-05,2021-01-21
922,510298,260,61,103,395,10,open,12,2022-09-11,2023-02-05,2023-01-03,2023-11-23,2023-03-01
923,510303,400,200,105,806,4,open,1,2021-11-07,2023-11-30,2022-08-26,2022-04-18,2022-04-20
924,510281,930,29,191,226,6,cancelled,3,2021-06-19,,,2023-02-11,2022-01-03
925,510277,346,93,202,496,7,closed,5,2022-04-21,2022-07-03,2023-01-31,2022-06-18,2023-12-02
926,510275,586,139,183,444,4,cancelled,7,2022-11-28,,,2023-10-01,2023-11-24
927,510271,211,101,194,866,4,open,4,2020-02-26,2021-09-20,2023-12-22,2021-10-30,2023-05-10
928,510293,459,143,201,347,7,closed,10,2022-09-14,2023-01-21,2023-03-26,2023-12-17,2022-10-22
929,510303,295,44,101,688,10,open,4,2022-08-28,2023-12-30,2023-08-14,2023-03-07,2022-12-07
930,510294,886,58,197,631,4,closed,1,2023-07-01,2023-10-10,2023-08-25,2023-12-02,2023-10-04
931,510306,772,132,138,670,8,open,10,2021-09-13,2021-11-02,2023-08-24,2022-03-02,2022-07-30
932,510271,794,102,206,803,5,shipped,10,2019-01-25,2023-11-30,2021-09-05,2019-02-10,2023-05-25
933,510284,823,103,210,241,7,open,4,2022-01-08,2022-09-25,2022-12-30,2023-08-24,2023-02-23
934,510263,671,177,128,559,1,closed,6,2019-09-06,2019-11-25,2020-02-24,2023-06-13,2023-08-27
935,510273,761,102,188,358,7,closed,12,2020-08-17,2023-03-21,2022-09-22,2023-07-08,2020-11-15
936,510266,907,155,199,477,8,open,9,2023-11-14,2023-12-10,2023-12-07,2023-12-01,2023-12-06
937,510282,481,136,162,424,7,open,9,2023-01-16,2023-06-14,2023-11-18,2023-07-29,2023-08-17
938,510276,618,78,151,736,6,cancelled,5,2023-05-10,,,2023-09-13,2023-07-12
939,510264,982,196,185,722,3,cancelled,11,2022-09-07,,,2022-12-22,2023-12-21
940,510275,377,96,131,278,1,cancelled,12,2023-03-26,,,2023-11-26,2023-10-28
941,510302,268,51,101,798,9,shipped,2,2022-12-24,2023-06-26,2023-12-05,2023-05-05,2023-12-08
942,510284,858,49,164,327,2,closed,1,2019-11-23,2020-06-10,2022-03-26,2020-05-02,2022-07-26
943,510301,764,95,152,367,5,shipped,1,2021-10-02,2023-11-02,2022-06-22,2023-11-19,2023-03-21
944,510304,498,139,155,563,2,cancelled,10,2019-09-02,,,2022-03-08,2021-08-09
945,510261,558,72,143,549,5,open,11,2020-03-02,2021-04-01,2021-03-12,2021-09-23,2021-03-22
946,510263,500,40,103,349,5,shipped,11,2021-02-12,2023-10-31,2023-04-02,2022-07-10,2022-08-22
947,510303,292,197,124,717,7,open,1,2020-10-16,2021-07-16,2023-04-11,2023-02-15,2023-04-05
948,510297,277,147,207,864,8,shipped,3,2019-10-09,2023-12-23,2020-12-09,2020-12-16,2023-10-24
949,510282,602,86,152,693,3,closed,10,2021-09-01,2023-10-23,2023-07-24,2023-06-20,2022-01-15
950,510269,373,192,214,800,1,cancelled,7,2022-01-16,,,2022-12-08,2022-12-11
951,510260,901,95,122,392,5,shipped,8,2021-01-22,2023-11-19,2022-12-28,2023-02-26,2023-07-18
952,510297,637,92,112,293,6,shipped,10,2022-12-05,2023-11-19,2023-01-25,2023-03-29,2023-07-28
953,510303,879,10,137,316,4,cancelled,12,2019-11-05,,,2022-10-19,2022-05-02
954,510274,260,103,187,775,3,cancelled,9,2020-09-02,,,2022-06-16,2022-11-11
955,510271,854,87,179,455,3,cancelled,7,2021-03-08,,,2023-11-28,2021-04-27
956,510274,410,67,163,627,4,open,8,2019-05-13,2022-05-25,2020-05-26,2023-06-29,2022-03-31
957,510279,643,200,181,265,6,cancelled,9,2023-10-17,,,2023-11-21,2023-12-05
958,510272,848,19,117,871,2,shipped,4,2020-06-25,2023-04-16,2023-10-29,2022-04-04,2020-07-17
959,510281,660,174,218,606,7,open,4,2020-07-31,2020-11-06,2021-11-02,2020-08-31,2023-11-26
960,510264,555,60,112,637,3,open,10,2023-02-25,2023-11-14,2023-03-21,2023-12-29,2023-05-11
961,510293,715,41,112,752,3,open,12,2023-06-05,2023-11-20,2023-08-05,2023-12-21,2023-12-10
962,510266,481,3,207,809,4,cancelled,9,2023-11-16,,,2023-12-28,2023-12-20
963,510260,797,197,167,350,2,closed,10,2019-05-13,2021-08-28,2022-08-26,2020-08-24,2021-12-12
964,510272,920,173,134,592,6,closed,2,2023-01-21,2023-10-20,2023-07-27,2023-06-10,2023-07-06
965,510295,446,93,208,623,3,cancelled,10,2023-11-09,,,2023-11-11,2023-12-12
966,510262,761,44,197,231,7,closed,7,2023-08-16,2023-08-28,2023-12-12,2023-09-05,2023-10-15
967,510305,771,158,155,352,8,closed,2,2023-08-09,2023-10-11,2023-08-24,2023-11-12,2023-08-13
968,510274,641,152,186,575,3,closed,11,2022-07-10,2022-11-03,2023-12-26,2022-09-01,2022-09-26
969,510278,810,82,126,287,10,cancelled,3,2021-02-04,,,2021-05-27,2021-03-12
970,510304,900,159,119,290,6,shipped,3,2022-08-20,2022-10-19,2023-10-09,2023-09-29,2022-10-20
971,510276,855,194,111,729,2,closed,8,2022-10-11,2023-12-25,2023-01-15,2023-07-03,2023-02-17
972,510285,405,17,177,390,8,shipped,9,2021-04-18,2021-05-12,2022-10-04,2023-01-11,2022-07-09
973,510288,396,103,180,871,5,closed,6,2022-04-29,2023-08-20,2022-11-20,2023-04-18,2022-06-28
974,510305,715,49,162,238,5,cancelled,6,2020-05-08,,,2023-03-21,2022-08-10
975,510305,459,10,193,323,8,closed,11,2021-07-31,2023-01-24,2022-01-13,2023-07-31,2022-01-09
976,510298,907,7,141,770,1,closed,7,2020-02-05,2021-07-20,2022-06-26,2020-05-21,2023-09-17
