po_id,po_number,buyer_id,reciept_date,item_id,warehouse_id,qty_ordered,qty_received,rating
2080,80318,823,2023-10-26,208,751,197,196,2
2081,50511,985,2023-03-24,219,618,448,448,4
2082,80335,493,2018-04-04,118,493,306,303,3
2083,30793,628,2018-12-12,204,832,250,248,1
2084,98366,298,2020-06-05,219,274,333,331,3
2085,42324,956,2023-09-19,199,920,267,265,5
2086,15475,986,2023-01-03,180,731,342,341,5
2087,10680,204,2018-07-25,189,996,375,375,2
2088,48176,520,2018-10-01,124,594,88,86,3
2089,39320,771,2019-09-16,102,582,358,356,1
2090,76889,642,2020-07-26,175,952,360,357,3
2091,81384,409,2020-10-01,185,208,175,175,3
2092,13304,989,2021-06-25,152,340,146,142,3
2093,57085,620,2020-09-14,183,415,172,172,5
2094,46368,260,2021-02-27,216,647,61,57,3
2095,94166,400,2019-03-20,190,647,201,197,1
2096,51423,813,2018-01-05,210,529,183,182,2
2097,48638,771,2023-06-30,144,507,176,174,5
2098,27026,229,2019-04-20,165,714,134,131,4
2099,72228,349,2018-08-21,197,449,442,441,3
2100,68278,240,2018-06-13,129,850,315,314,3
2101,16687,977,2020-08-31,142,340,185,181,2
2102,94468,533,2020-09-13,140,221,406,405,4
2103,57908,600,2023-12-01,118,727,394,390,4
2104,40124,533,2018-11-16,118,751,327,327,1
2105,25578,982,2018-03-06,219,955,195,192,4
2106,40220,508,2021-06-02,108,449,330,328,3
2107,20342,498,2019-08-27,112,272,224,221,4
2108,22335,203,2021-07-24,180,418,165,164,2
2109,62590,641,2021-05-18,209,230,67,66,1
2110,43192,306,2018-05-30,218,672,205,203,3
2111,22836,260,2022-09-04,211,577,343,341,1
2112,87948,538,2021-01-13,114,514,159,156,2
2113,78829,205,2019-08-04,149,675,222,222,2
2114,86225,771,2020-11-26,209,856,205,202,1
2115,10193,411,2019-09-07,142,493,179,175,4
2116,52495,508,2023-07-19,179,514,311,308,3
2117,26248,905,2022-02-12,145,787,90,90,3
2118,73387,334,2022-10-31,145,635,356,354,1
2119,27516,486,2021-05-29,194,916,261,260,3
2120,17825,986,2021-01-21,114,939,356,355,2
2121,37965,982,2023-05-14,210,853,440,436,3
2122,47140,601,2019-05-31,156,348,76,74,1
2123,63823,646,2020-03-10,166,332,337,336,3
2124,58899,502,2020-07-09,154,946,367,364,5
2125,73501,432,2020-09-29,138,712,74,73,3
2126,96089,764,2023-06-06,175,920,378,378,1
2127,16626,389,2023-06-24,129,832,53,52,4
2128,97534,318,2022-03-14,119,866,339,335,4
2129,28157,345,2018-05-20,183,371,170,169,4
2130,39245,497,2023-03-30,106,610,274,270,5
2131,74056,885,2020-01-02,150,821,424,422,1
2132,99663,828,2020-02-17,201,575,218,215,4
2133,52909,251,2018-06-09,123,249,329,328,2
2134,86927,500,2020-07-23,122,350,384,381,5
2135,18842,922,2019-04-01,186,603,314,314,5
2136,98325,876,2021-02-19,175,402,123,119,1
2137,97190,668,2019-11-22,150,316,222,220,2
2138,84062,454,2020-09-01,197,233,269,265,3
2139,46938,791,2020-12-17,138,647,218,218,4
2140,13148,273,2018-04-04,109,405,398,395,4
2141,77368,839,2018-09-04,100,211,318,316,2
2142,33523,432,2020-04-01,197,332,313,313,4
2143,53817,551,2019-10-07,190,544,354,353,2
2144,84471,660,2023-10-23,111,525,342,338,4
2145,69009,729,2021-09-11,143,716,116,114,1
2146,38667,252,2023-02-27,150,452,225,224,5
2147,96242,768,2021-09-10,147,775,439,439,1
2148,34672,960,2021-10-30,154,230,189,185,4
2149,19968,304,2023-10-03,199,696,215,214,5
2150,38890,791,2018-01-30,210,696,389,386,4
2151,22645,302,2019-07-31,125,246,161,157,2
2152,69246,282,2021-09-25,112,431,98,94,5
2153,16901,612,2022-02-26,156,937,100,96,1
2154,85424,801,2018-04-21,121,986,194,191,5
2155,57778,404,2021-03-18,162,647,202,201,4
2156,80748,498,2022-07-31,117,537,448,448,3
2157,50400,623,2022-03-26,188,916,251,247,4
2158,58116,673,2021-12-04,138,412,450,446,5
2159,99695,335,2019-09-13,109,876,342,342,5
2160,44728,974,2020-03-30,187,739,300,297,2
2161,57714,571,2020-10-29,173,731,75,72,1
2162,86232,464,2018-04-10,146,703,291,288,4
2163,71878,591,2019-08-10,167,233,335,335,5
2164,94464,497,2018-06-03,206,717,369,365,1
2165,14795,560,2021-05-04,184,828,258,257,3
2166,51543,883,2023-01-19,180,255,106,104,4
2167,64583,700,2023-04-13,136,684,227,224,2
2168,39221,954,2018-12-10,110,996,384,381,1
2169,41821,238,2019-06-26,149,873,345,343,4
2170,24063,740,2022-08-18,183,557,368,365,1
2171,94078,900,2019-01-05,106,212,385,385,1
2172,62525,804,2021-09-19,167,485,218,217,2
2173,88525,753,2020-08-22,151,263,366,365,5
2174,43005,855,2022-09-30,183,956,209,209,2
2175,57795,269,2022-03-16,157,420,118,116,5
2176,50703,404,2021-04-17,159,450,437,434,2
2177,28907,594,2020-08-26,215,382,141,139,2
2178,78402,931,2022-03-11,192,277,282,280,1
2179,84477,522,2022-08-30,128,525,420,418,1
2180,19784,481,2020-12-20,102,588,280,280,3
2181,71869,906,2023-01-30,199,301,410,407,5
2182,91099,397,2018-09-07,129,834,154,154,5
2183,13298,985,2019-07-19,132,662,85,82,1
2184,75142,503,2021-05-17,144,415,105,104,2
2185,44498,513,2019-10-21,111,233,228,227,5
2186,16471,799,2023-09-08,143,987,116,116,3
2187,73054,271,2020-06-27,114,249,386,384,5
2188,42600,939,2020-06-02,117,767,61,59,2
2189,25988,240,2023-10-14,103,651,399,399,4
2190,67887,904,2021-07-10,215,835,288,285,3
2191,56250,671,2019-02-15,152,684,355,354,4
2192,16517,501,2020-06-12,155,929,446,443,4
2193,97347,982,2021-01-02,167,455,385,383,4
2194,97335,229,2023-12-13,182,610,252,249,4
2195,19028,810,2021-09-08,124,781,157,156,1
2196,29595,511,2020-09-30,121,683,230,227,2
2197,34089,513,2023-10-28,179,251,190,186,5
2198,59577,979,2020-07-19,181,241,224,221,5
2199,83891,210,2021-12-26,140,507,194,193,2
2200,15755,760,2022-04-04,138,843,118,114,2
2201,94302,692,2023-12-04,201,257,246,244,3
2202,85057,844,2023-09-04,174,761,244,240,1
2203,72194,271,2022-09-10,208,343,134,132,2
2204,25044,266,2019-10-10,180,277,148,144,2
2205,77064,776,2021-05-25,217,543,333,331,3
2206,46270,473,2019-01-12,108,396,428,427,4
2207,43983,310,2022-09-13,157,530,298,295,1
2208,12526,772,2023-11-28,190,482,436,432,5
2209,51648,873,2020-10-25,140,530,144,144,5
2210,14814,855,2022-01-19,109,215,342,340,4
2211,24422,773,2022-11-02,190,241,377,376,2
2212,66847,830,2023-04-05,155,624,153,152,4
2213,96380,771,2023-05-27,202,583,268,266,1
2214,62254,557,2020-05-09,116,400,331,331,3
2215,55432,810,2021-10-10,181,315,267,265,4
2216,44797,378,2023-10-20,207,904,273,269,3
2217,20943,261,2019-08-11,103,247,259,259,1
2218,77291,986,2021-04-14,106,259,97,97,3
2219,12437,974,2020-04-20,188,787,232,229,4
2220,21323,694,2022-01-27,120,543,283,281,1
2221,58104,953,2022-09-15,142,889,424,421,5
2222,57035,321,2021-01-08,136,628,144,144,5
2223,66720,776,2019-08-01,116,484,103,99,1
2224,82187,335,2018-11-14,210,997,133,129,1
2225,20450,750,2018-03-04,181,386,322,318,3
2226,12376,520,2018-11-15,188,299,418,415,2
2227,24697,548,2018-11-02,163,530,398,397,3
2228,73332,507,2018-04-21,219,750,211,207,1
2229,98771,635,2018-11-17,171,485,316,316,2
2230,84727,664,2022-03-24,127,485,185,184,1
2231,52404,717,2018-10-04,104,495,440,439,1
2232,69939,462,2020-10-26,212,451,162,158,3
2233,13157,614,2021-07-27,175,344,405,405,1
2234,56038,804,2018-04-25,146,557,437,433,2
2235,88288,703,2020-06-19,206,210,134,131,1
2236,94302,473,2023-12-25,190,659,384,384,4
2237,98313,776,2021-05-29,211,850,262,259,3
2238,91139,438,2018-06-01,168,764,306,305,1
2239,77021,772,2020-08-10,216,606,402,398,3
2240,96717,670,2019-10-12,149,393,148,145,5
2241,26973,620,2018-04-16,211,762,201,201,1
2242,98758,602,2019-11-12,192,243,355,355,2
2243,47089,618,2022-04-09,170,533,348,348,3
2244,83987,869,2023-10-29,190,379,242,241,3
2245,37952,307,2019-04-20,126,247,186,183,2
2246,42062,292,2023-01-06,159,679,330,326,4
2247,79329,677,2018-11-30,152,656,310,308,1
2248,94922,781,2018-02-15,155,459,365,365,5
2249,10996,462,2021-01-18,203,861,52,50,3
2250,12550,931,2020-02-20,195,518,289,285,1
2251,59289,481,2023-01-20,203,712,288,287,1
2252,20692,573,2022-09-10,128,485,277,276,3
2253,14035,927,2020-11-11,130,530,302,299,4
2254,56623,942,2020-01-11,179,271,380,377,3
2255,37944,252,2020-11-23,174,763,420,418,5
2256,16587,743,2020-10-05,159,485,70,68,3
2257,44282,931,2022-03-28,127,269,304,300,1
2258,50498,764,2023-12-18,176,667,357,355,5
2259,46535,598,2021-01-18,214,780,379,379,4
2260,26151,244,2023-01-12,220,475,413,410,4
2261,90427,618,2018-12-10,163,689,260,258,4
2262,71777,618,2023-11-17,168,273,94,90,5
2263,35292,454,2018-11-06,146,272,338,335,1
2264,43747,498,2023-01-29,193,947,111,109,1
2265,98616,787,2018-01-07,212,655,150,149,5
2266,32547,435,2019-01-21,187,295,263,260,5
2267,22301,852,2019-12-28,144,787,410,407,2
2268,98977,275,2021-10-15,160,533,365,361,3
2269,69406,373,2021-02-13,159,259,433,429,2
2270,75241,377,2021-02-16,112,583,385,382,2
2271,98689,844,2019-05-12,135,265,287,286,1
2272,21305,406,2023-08-21,181,583,76,72,2
2273,79579,390,2021-07-29,218,400,119,117,2
2274,57336,912,2023-02-20,216,883,150,147,5
2275,88072,426,2022-05-19,218,838,251,250,3
2276,71217,473,2018-03-17,172,881,310,307,4
2277,38071,839,2020-11-26,162,725,405,403,2
2278,18541,371,2019-06-06,102,767,301,299,5
2279,81838,488,2021-04-08,114,293,65,61,2
2280,97924,817,2022-06-03,146,207,435,435,5
2281,45361,939,2020-07-13,191,530,365,364,2
2282,28845,644,2021-11-09,164,390,286,282,4
2283,77541,558,2018-11-30,174,525,83,81,1
2284,11946,244,2023-02-05,115,243,383,380,4
2285,91785,390,2023-05-16,134,265,327,327,2
2286,59961,497,2018-01-28,220,543,164,162,5
2287,85086,414,2019-04-11,152,607,252,249,1
2288,25900,711,2020-01-23,189,956,340,339,5
2289,57390,291,2022-10-30,111,756,422,419,3
2290,79956,331,2020-06-11,205,591,233,231,3
2291,78874,345,2020-09-18,193,291,148,148,1
2292,37759,769,2021-07-26,140,711,391,387,5
2293,78108,516,2022-10-31,166,494,210,210,4
2294,26278,610,2020-03-21,148,249,182,180,1
2295,75697,378,2018-01-04,149,339,396,396,5
2296,53628,548,2018-07-01,166,255,259,256,2
2297,85705,211,2021-11-06,125,351,392,389,2
2298,67360,311,2018-11-06,124,255,174,172,5
2299,34926,617,2022-06-23,179,769,260,259,3
2300,15826,473,2020-03-10,183,346,65,65,2
2301,39708,447,2018-01-09,105,884,232,231,1
2302,18871,778,2022-10-15,124,425,292,288,5
2303,82604,446,2020-10-30,104,931,109,108,4
2304,10669,791,2021-09-17,207,389,423,420,3
2305,36273,637,2022-05-10,198,315,240,240,3
2306,27856,406,2020-01-16,131,219,103,103,3
2307,70652,907,2021-10-23,127,512,224,221,1
2308,40362,817,2018-09-03,177,622,203,202,3
2309,77652,617,2022-07-18,132,680,188,184,4
2310,43400,743,2018-04-27,165,314,325,323,5
2311,63200,952,2022-04-04,160,764,105,102,5
2312,53781,411,2018-10-04,179,518,52,51,4
2313,22653,845,2023-11-03,200,494,401,398,4
2314,64573,277,2019-01-22,172,894,266,265,4
2315,84172,745,2021-07-20,155,895,217,215,1
2316,93319,869,2018-05-13,207,905,341,339,1
2317,65917,507,2021-05-04,143,405,146,143,2
2318,85194,277,2021-02-10,174,529,390,386,2
2319,86222,973,2022-09-26,191,211,128,128,5
2320,60919,274,2022-05-02,158,264,379,379,5
2321,57381,275,2021-08-21,183,736,315,314,4
2322,33513,979,2020-12-06,182,756,110,108,5
2323,17692,498,2022-05-03,147,818,339,335,2
2324,97458,823,2022-01-06,210,215,176,175,5
2325,56818,797,2023-08-04,107,351,66,63,5
2326,60728,609,2019-11-24,134,340,104,101,1
2327,59465,573,2023-03-26,112,358,264,261,2
2328,69253,775,2018-10-26,179,633,67,67,5
2329,89102,349,2021-07-30,133,749,173,171,1
2330,17500,844,2019-05-07,148,343,137,133,2
2331,57641,845,2020-04-22,176,417,95,91,1
2332,63634,271,2021-08-19,115,269,376,373,2
2333,75911,548,2022-01-18,188,818,146,144,4
2334,29493,745,2022-12-05,213,425,446,446,5
2335,40277,903,2019-10-24,157,475,163,161,2
2336,39128,300,2019-01-15,148,888,274,273,4
2337,24817,353,2020-11-28,164,380,211,210,4
2338,19840,368,2023-02-01,205,418,362,362,5
2339,82232,405,2020-10-28,191,905,98,97,3
2340,20456,279,2021-09-26,182,273,304,301,1
2341,71263,637,2019-03-18,180,832,324,322,2
2342,85687,772,2022-01-27,134,583,237,234,2
2343,76821,404,2022-03-31,198,950,304,302,2
2344,79430,445,2020-02-01,124,895,51,50,2
2345,73134,600,2020-07-10,108,749,119,116,5
2346,70765,895,2018-10-12,188,410,438,436,4
2347,98974,369,2021-04-25,168,703,286,284,4
2348,86085,974,2023-07-06,198,891,310,307,5
2349,96724,429,2019-03-25,214,525,232,229,1
2350,15881,454,2021-06-10,194,282,353,349,1
2351,67992,991,2022-09-07,203,712,442,439,2
2352,49345,292,2023-05-11,163,389,82,82,2
2353,41961,513,2019-10-13,202,210,426,424,1
2354,65131,729,2022-10-28,204,711,286,286,3
2355,88438,468,2020-02-29,179,781,228,227,5
2356,60690,349,2021-08-28,218,596,343,343,3
2357,43674,591,2019-06-26,154,861,61,58,5
2358,75903,211,2020-05-21,117,295,348,348,3
2359,94631,797,2020-04-20,156,528,366,364,5
2360,54906,883,2021-09-05,109,348,292,292,5
2361,64161,642,2019-03-14,115,749,223,221,3
2362,64089,211,2022-12-10,155,294,283,280,1
2363,39537,431,2020-06-29,124,905,80,79,1
2364,38747,707,2021-05-11,208,322,271,268,4
2365,56393,644,2022-09-28,152,838,276,275,2
2366,52168,511,2018-09-29,217,402,218,217,5
2367,63619,311,2022-04-28,171,928,407,404,2
2368,72410,400,2023-07-01,184,558,155,153,4
2369,26332,466,2023-06-27,108,624,257,256,4
2370,13336,781,2022-01-11,134,568,368,364,2
2371,54659,447,2023-08-03,116,459,266,264,2
2372,71017,749,2020-02-03,113,680,434,431,3
2373,19780,861,2020-02-02,113,461,319,315,2
2374,81737,973,2018-11-17,167,507,260,260,2
2375,15883,835,2018-01-06,166,224,129,125,5
2376,22273,773,2021-04-30,208,895,106,105,3
2377,60328,769,2023-04-23,189,412,184,183,3
2378,78712,764,2022-03-20,110,327,170,166,1
2379,80037,779,2022-11-03,131,273,207,203,1
2380,99976,839,2020-05-28,201,905,194,190,1
2381,45029,543,2021-10-05,171,700,289,288,1
2382,42484,912,2021-05-23,104,684,312,311,5
2383,29732,817,2022-09-18,143,544,232,230,1
2384,10550,521,2021-11-28,215,583,285,285,2
2385,97099,644,2022-07-04,188,463,225,222,2
2386,46084,306,2020-02-10,140,277,391,387,1
2387,45373,383,2020-10-10,192,343,379,377,1
2388,65041,533,2020-04-11,176,754,216,214,4
2389,97366,273,2022-08-20,218,295,417,417,3
2390,18692,894,2019-10-21,120,424,135,131,4
2391,60333,464,2018-10-21,192,364,95,93,3
2392,73281,499,2018-03-02,200,659,123,123,1
2393,66351,219,2022-04-20,195,916,274,273,1
2394,34859,456,2023-10-23,214,255,340,339,1
2395,41292,873,2021-07-20,101,889,430,427,2
2396,90061,498,2021-02-15,129,257,266,265,5
2397,34212,826,2021-06-11,163,284,239,238,2
2398,84514,269,2018-10-18,211,232,147,144,5
2399,45856,486,2021-03-14,204,773,363,361,4
2400,56186,740,2022-05-24,112,275,321,318,5
2401,33747,914,2023-07-19,101,624,302,298,1
2402,66105,979,2019-03-21,161,277,263,262,4
2403,28755,776,2019-09-25,165,714,190,190,3
2404,29762,326,2020-12-17,167,792,65,64,2
2405,88769,740,2020-01-09,162,382,280,277,1
2406,70281,430,2023-05-31,216,488,191,189,3
2407,90515,432,2023-10-29,155,537,328,326,4
2408,18594,874,2019-09-29,195,730,343,339,4
2409,57311,850,2023-12-01,136,364,276,276,2
2410,24636,320,2018-10-25,172,861,142,138,5
2411,69191,318,2018-08-31,214,544,249,249,4
2412,31795,462,2023-02-16,132,543,204,204,5
2413,33416,673,2020-03-09,135,288,76,72,1
2414,18402,937,2020-10-18,118,639,404,400,4
2415,85679,931,2022-03-10,133,495,100,97,5
2416,57357,306,2023-04-18,188,393,361,358,3
2417,29524,497,2021-08-07,190,390,426,424,4
2418,70216,794,2023-01-21,207,344,181,181,2
2419,88846,481,2021-09-04,124,955,403,402,2
2420,51602,692,2022-06-05,134,344,371,369,3
2421,36360,642,2019-02-28,130,316,175,171,2
2422,50938,368,2020-03-01,133,754,127,127,2
2423,11740,711,2019-09-28,119,762,186,185,1
2424,84777,602,2023-07-16,174,460,210,207,3
2425,42850,635,2018-01-01,117,491,76,74,2
2426,51578,454,2020-06-18,127,667,310,306,2
2427,70633,269,2023-11-06,161,993,215,211,4
2428,82156,238,2022-08-17,186,890,400,399,4
2429,75974,334,2018-02-25,121,393,78,76,1
2430,29984,729,2018-03-18,109,327,143,139,1
2431,16874,628,2019-03-07,211,834,337,334,4
2432,94946,578,2019-03-04,122,604,145,142,5
2433,34762,432,2022-01-05,102,769,62,59,3
2434,14623,432,2018-04-16,138,667,227,225,5
2435,12119,892,2019-02-27,116,787,315,313,1
2436,68921,238,2021-04-25,195,310,158,155,2
2437,86102,667,2023-04-09,105,777,314,311,4
2438,44065,617,2023-06-24,214,485,87,85,2
2439,87300,972,2018-10-09,170,343,73,70,3
2440,34731,203,2023-01-04,120,484,296,292,2
2441,64251,499,2019-11-22,135,584,371,367,4
2442,51528,907,2018-06-13,170,254,88,85,5
2443,63238,623,2022-06-12,118,571,90,88,1
2444,64250,942,2019-03-14,107,331,409,409,5
2445,20826,493,2023-11-18,114,665,219,215,4
2446,16631,817,2022-03-04,122,894,141,140,2
2447,18590,223,2019-01-10,201,316,298,294,1
2448,46399,432,2020-03-26,182,850,176,172,5
2449,40659,848,2018-06-24,191,340,228,225,3
2450,82046,846,2018-09-22,161,607,440,438,3
2451,72605,621,2020-03-02,126,577,207,207,5
2452,13285,884,2021-05-07,166,533,334,330,5
2453,22678,299,2021-09-18,211,672,422,421,3
2454,74143,306,2019-03-09,106,630,388,384,3
2455,72863,986,2023-05-01,179,644,371,371,5
2456,77040,972,2019-11-22,183,783,337,337,1
2457,83008,861,2022-02-13,199,854,368,366,3
2458,17749,268,2020-01-02,100,963,441,437,4
2459,95383,409,2018-10-14,154,707,392,389,2
2460,54469,688,2019-09-04,205,243,427,424,2
2461,79667,817,2020-01-02,169,233,167,164,2
2462,49690,560,2019-02-16,211,254,209,209,1
2463,27191,497,2020-03-13,220,594,299,297,4
2464,20383,534,2018-09-19,118,656,250,248,2
2465,11099,393,2023-02-14,129,412,285,281,4
2466,10854,826,2021-03-03,195,386,418,417,2
2467,12426,260,2020-04-24,125,593,261,257,3
2468,62265,396,2021-04-21,124,928,342,342,2
2469,22157,817,2021-01-10,208,207,369,366,2
2470,88018,976,2018-09-24,143,449,80,79,1
2471,29068,907,2022-03-30,119,604,275,271,2
2472,88063,233,2022-11-02,108,770,85,84,1
2473,29394,226,2022-03-14,171,963,424,420,3
2474,67062,771,2018-04-19,140,939,383,379,1
2475,96676,266,2021-02-10,104,358,425,422,3
2476,62434,376,2020-05-29,105,525,76,74,3
2477,30252,346,2023-11-19,220,736,282,281,1
2478,43958,473,2019-07-17,152,424,414,410,5
2479,24203,242,2020-08-20,159,646,237,236,2
2480,90641,274,2021-02-01,125,628,342,340,4
2481,53992,722,2021-10-14,158,731,296,292,1
2482,21826,586,2023-10-18,112,963,440,439,3
2483,80319,373,2019-12-12,217,305,225,222,3
2484,66040,373,2022-12-17,105,829,397,396,5
2485,36972,987,2018-01-28,208,756,429,427,2
2486,63374,434,2023-06-30,139,610,441,438,1
2487,67389,435,2023-06-18,180,655,120,120,5
2488,30079,500,2021-07-26,179,805,169,168,1
2489,25656,396,2021-11-29,193,647,297,297,1
2490,75449,642,2020-11-04,119,843,167,164,4
2491,88854,976,2021-01-26,190,544,70,66,1
2492,43130,215,2022-01-13,175,577,168,168,4
2493,79339,321,2020-01-10,213,264,287,285,5
2494,30344,991,2019-05-03,139,684,361,360,3
2495,25675,474,2021-05-10,105,717,109,107,5
2496,47695,673,2021-06-22,178,679,145,145,4
2497,97387,869,2023-12-28,100,703,111,108,1
2498,39668,901,2019-08-03,219,277,368,364,2
2499,78112,558,2019-07-01,217,494,194,194,1
2500,63107,642,2019-10-30,216,273,264,263,1
2501,56747,722,2022-09-16,159,332,432,432,1
2502,82474,415,2018-07-01,156,272,375,375,2
2503,55526,839,2018-09-05,203,947,163,160,2
2504,82717,846,2020-10-02,190,484,438,437,3
2505,35803,982,2019-01-24,169,577,424,420,2
2506,11509,349,2019-06-20,106,805,239,235,5
2507,65946,493,2021-03-04,206,282,102,101,1
2508,62280,729,2018-10-13,148,618,151,147,3
2509,12084,654,2020-03-18,105,525,66,64,4
2510,69499,497,2019-04-10,148,265,446,444,1
2511,77921,740,2019-12-17,176,727,279,278,5
2512,38720,260,2022-12-14,220,451,418,417,5
2513,72648,441,2023-11-19,181,544,325,325,2
2514,34912,269,2022-07-03,119,969,164,163,2
2515,90313,507,2023-07-16,162,295,349,345,3
2516,63537,260,2020-02-07,181,253,296,292,3
2517,38970,277,2023-03-04,125,275,444,440,5
2518,73535,771,2018-09-08,180,781,89,85,3
2519,38740,396,2018-02-16,174,573,306,304,2
2520,56447,394,2021-01-28,114,291,264,264,3
2521,43990,291,2023-10-03,218,441,241,237,5
2522,38723,883,2021-06-01,195,251,331,329,5
2523,21184,371,2023-03-18,190,298,369,368,3
2524,71043,534,2018-03-18,153,884,253,253,2
2525,58964,810,2019-04-07,108,395,114,113,2
2526,19271,441,2021-08-12,180,264,124,122,1
2527,61723,618,2020-04-05,118,272,62,60,1
2528,40215,901,2022-10-03,140,946,290,290,3
2529,21152,442,2023-08-21,186,740,147,147,1
2530,90198,698,2023-12-21,188,375,64,63,4
2531,88836,446,2018-08-01,151,291,83,81,1
2532,17956,896,2021-09-30,164,733,73,71,1
2533,61505,238,2020-04-15,171,781,118,117,1
2534,27962,920,2019-03-18,103,573,444,441,4
2535,65123,335,2019-03-07,194,635,145,141,3
2536,97709,807,2022-01-02,123,754,70,68,4
2537,34536,974,2020-01-18,199,310,192,189,5
2538,56544,464,2020-09-06,199,420,125,122,3
2539,58778,409,2019-04-03,140,402,307,303,1
2540,75146,713,2023-10-19,143,223,281,280,1
2541,78030,268,2022-07-10,117,879,199,199,5
2542,76609,910,2019-03-30,188,879,106,102,2
2543,43070,688,2019-10-15,170,624,263,263,2
2544,40395,729,2020-06-19,203,280,230,228,1
2545,40770,523,2018-09-07,101,606,52,52,1
2546,87024,791,2020-06-28,214,280,254,251,5
2547,15279,211,2023-08-07,123,892,155,153,2
2548,80267,446,2023-10-12,128,700,277,276,1
2549,95785,826,2019-12-14,212,853,299,297,4
2550,71447,617,2023-12-03,171,654,290,290,3
2551,11896,703,2022-07-14,139,327,283,281,2
2552,42748,253,2018-02-07,195,835,170,170,2
2553,94465,307,2022-09-27,165,572,147,147,3
2554,74450,411,2018-04-02,161,660,302,298,2
2555,98503,861,2021-11-11,210,364,119,117,4
2556,21550,309,2023-02-20,199,492,119,117,3
2557,65080,388,2022-06-15,163,667,339,338,1
2558,29017,273,2018-05-16,182,232,381,380,4
2559,11855,594,2022-02-24,174,379,425,424,2
2560,35139,839,2018-05-29,180,865,426,422,3
2561,52113,388,2018-11-21,118,947,272,271,3
2562,84776,406,2022-04-23,126,951,66,62,1
2563,29783,769,2024-01-01,171,325,73,69,1
2564,94529,846,2023-01-18,211,230,369,365,4
2565,41355,993,2020-01-25,115,883,130,127,4
2566,80865,573,2018-05-27,200,273,90,86,1
2567,81681,445,2021-12-17,214,525,89,86,4
2568,21966,275,2020-03-31,104,775,229,227,5
2569,55969,642,2020-03-09,110,583,158,155,5
2570,36458,415,2019-08-14,146,881,154,150,1
2571,42022,939,2021-01-29,138,558,228,228,2
2572,83409,846,2019-05-16,178,323,178,177,3
2573,35421,294,2021-02-17,139,890,284,281,2
2574,18868,334,2019-09-08,137,997,315,312,2
2575,96606,414,2020-06-28,128,327,206,206,2
2576,60610,596,2020-04-30,114,931,321,318,3
2577,49200,620,2020-06-09,206,425,385,384,4
2578,25981,481,2023-03-30,113,768,382,382,5
2579,26254,271,2023-08-07,180,659,172,168,3
2580,35060,511,2023-10-30,109,327,222,218,2
2581,43868,913,2020-04-15,136,263,378,377,4
2582,30566,763,2020-04-17,115,733,275,271,1
2583,80132,369,2022-04-25,161,558,63,59,1
2584,78992,578,2021-09-07,126,969,139,136,4
2585,83967,995,2020-09-02,165,563,272,271,1
2586,84005,378,2019-10-03,164,525,183,179,5
2587,42149,775,2023-06-20,161,402,237,237,2
2588,47639,310,2018-10-06,166,944,364,364,2
2589,83198,361,2019-02-05,106,407,304,301,2
2590,30527,782,2018-11-20,124,581,209,209,1
2591,93904,306,2022-09-10,136,530,150,147,2
2592,99305,892,2022-05-15,144,293,401,399,2
2593,50305,271,2023-06-15,159,309,288,284,3
2594,25828,782,2021-02-14,193,310,246,246,2
2595,62197,983,2018-12-29,215,318,108,108,4
2596,27809,602,2019-11-03,146,762,406,404,1
2597,36692,456,2021-01-03,140,424,175,174,4
2598,83219,383,2020-02-17,199,928,82,82,2
2599,96127,279,2023-06-06,186,482,118,118,1
2600,90332,534,2018-08-09,173,838,216,214,4
2601,63639,985,2022-05-20,151,704,409,407,1
2602,68443,715,2022-05-24,156,396,327,324,4
2603,83185,464,2018-09-04,208,287,186,186,1
2604,63006,688,2022-05-08,104,644,381,378,2
2605,86670,760,2021-05-24,109,350,393,393,4
2606,13007,501,2021-07-23,220,689,386,382,4
2607,54230,274,2019-08-01,153,251,156,153,1
2608,33241,456,2022-07-26,203,630,131,128,4
2609,10508,982,2020-03-25,184,327,198,197,1
2610,46078,750,2022-01-02,186,514,90,86,4
2611,38959,251,2021-05-29,116,631,282,281,4
2612,71245,839,2020-03-09,120,751,249,248,5
2613,67786,300,2023-02-25,114,951,432,429,3
2614,67639,612,2019-04-25,215,990,371,369,4
2615,53126,905,2023-02-10,141,207,201,200,3
2616,86795,814,2020-06-23,154,580,450,448,2
2617,25562,740,2020-09-20,218,558,395,394,5
2618,50783,266,2023-07-31,118,895,392,388,5
2619,36576,844,2019-04-21,125,575,267,267,1
2620,15509,771,2022-09-09,133,494,284,284,3
2621,36500,238,2021-11-11,100,646,178,176,3
2622,41171,654,2019-01-18,172,680,355,353,4
2623,67350,302,2019-12-16,149,712,212,212,2
2624,73410,900,2023-05-25,152,326,76,73,3
2625,52012,791,2022-03-09,108,912,120,118,3
2626,30842,473,2022-03-20,166,461,175,173,1
2627,29976,912,2023-11-23,156,525,340,338,5
2628,61987,587,2021-05-26,217,895,185,184,4
2629,35213,346,2019-08-11,213,224,299,296,5
2630,21352,481,2022-09-29,140,507,314,311,3
2631,63894,942,2018-04-04,163,482,101,99,1
2632,77079,743,2022-02-05,207,927,199,198,3
2633,46767,211,2018-05-04,188,459,51,47,3
2634,63304,511,2021-08-20,164,912,71,70,3
2635,43751,404,2019-10-12,213,370,293,292,2
2636,72883,488,2018-01-24,122,264,393,392,5
2637,87950,692,2019-03-04,213,602,144,142,5
